Dataset,County,County_Urban,County_Bioregion,Frequency_General,Frequency_Tuna,Frequency_Shrimp,Frequency_Salmon,Frequency_Flounder,Frequency_BlueCrab,Frequency_Clams,Frequency_Mullet,Frequency_Oysters,Frequency_raw_Tuna,Frequency_raw_Shrimp,Frequency_raw_Salmon ,Frequency_raw_Flounder,Frequency_raw_BlueCrab,Frequency_raw_Clams ,Frequency_raw_Mullet ,Frequency_raw_Oysters ,Where_Tuna,Where_Shrimp,Where_Salmon,Where_Flounder,Where_BlueCrab,Where_Clams,Where_Mullet,Where_Oysters,Form_Tuna,Form_Shrimp,Form_Salmon,Form_Flounder,Form_BlueCrab,Form_Clams,Form_Mullet,Form_Oysters,Preference_Tuna ,Preference_Shrimp,Preference_Salmon,Preference_Flounder,Preference_BlueCrab ,Preference_Clams ,Preference_Mullet ,Preference_Oysters,Qualities_Healthy ,Qualities_Local ,Qualities_Safe ,Qualities_Local_Economies ,Qualities_Tasty ,Qualities_Affordable,Qualities_Local_Culture ,Qualities_Sustainable ,Qualities_Easy_Access ,Qualities_Local_Environments,Qualities_Fresh,Importance_Health,Importance_Local,Importance_Safe,Importance_Local_Economies,Importance_Tasty,Importance_Affordable,Importance_Local_Culture,Importance_Sustainable,Importance_Easy_Access,Importance_Local_Environments,Importance_Fresh,Importance_Wild,Importance_Farmed,WTP_Healthy,WTP_Local,WTP_Safe,WTP_Local_Economies,WTP_Tasty,WTP_Affordable,WTP_Local_Culture,WTP_Sustainable,WTP_Easy_Access,WTP_Local_Environments,WTP_Fresh,WTP_Wild,WTP_Farmed,Covid_Importance_Healthy,Covid_Importance_Local,Covid_Importance_Safe,Covid_Importance_Local_Economies,Covid_Importance_Tasty,Covid_Importance_Affordable,Covid_Importance_Local_Culture,Covid_Importance_Sustainable,Covid_Importance_Easy_Access,Covid_Importance_Local_Envrionments,Covid_Importance_Fresh,Covid_Importance_Wild,Covid_Importance_Farmed,Rank_Coastal_Development,Rank_Heritage,Rank_State_Economy,Rank_Sustainability ,Rank_Small_Business,Rank_Wages,Rank_Trade_Deficit,Rank_Food_Security,Rank_Wild,Rank_Farmed,Local_Seafood,Local_Seafood_Text,Benefit_Local,LocalBenefit1,LocalBenefit2,Rate_Mariculture_Win,Rate_Grow_Oyster_Market,Rate_Regulatory_Balance,Rate_Unfair_Markets,Rate_Company_Rights,Rate_Good_Bad_Years,Rate_Hurt_Oyster_Market,Rate_Heritage_Loss,Rate_Local_Food_Security,Rate_Farms_Improve_Fishing,Rate_Aquaculture_Future,Rate_Residential_Leases,Rate_Overfishing_Occurring ,Rate_Fish_Meant_Harvesting ,Rank_Growth_NC_Seafood_Critical,Rank_Farming_Priority,Rank_Commercial_Fishing_Protection,Rank_Commercial_Fishing_Backbone,Knowledge_Production,Frequency_NC_Coast,Involvement_Commercial,Involvement_Recreational,Eat_Catch,Distance_NC_Coast_original,Zip,Age_original,Age_corrected,Over_Under_40,Gender_original,Gender_Text,Education,Political_Party,Political_Party_Text,Race1,Race2,Race3,Race4,Race_Text,Race_Combined,Income,Duration
1,New Hanover,1,1,3,2,2,2,1,2,2,0,2,2,2,0,0,0,0,,1,3,3,3,3,4,4,,4,3,2,2,2,5,5,,5,2,2,3,3,2,3,,3,2,1,2,1,2,1,1,3,1,3,1,3,3,4,3,4,4,3,3,3,3,3,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,2,1,,3,,,,3,,It is fresher,,,4,4,4,4,1,2,3,5,5,4,3,5,3,5,2,1,3,4,1,8,0,3,3,2,28412,4,4,2,1,,5,1,,1,,,,,1,8,1294
1,Pender,2,1,3,0,3,2,1,0,1,0,1,,0,0,0,,0,,0,,4,3,3,,5,,5,,5,3,1,,1,,1,,1,2,2,,1,,1,1,1,1,1,1,1,1,5,1,1,1,2,3,5,3,5,5,2,2,4,4,5,5,1,1,2,3,1,3,1,0,0,1,0,3,1,0,2,2,2,2,2,3,2,2,2,2,3,2,1,,,,,1,2,,,3,,3,,Fresher,,,2,4,4,5,2,5,2,4,4,4,3,5,2,4,1,4,3,2,0,8,0,0,0,3,28425,6,7,2,1,,3,3,,1,,,,,1,2,990
1,Beaufort,2,1,4,0,4,0,4,4,0,0,1,,0,,0,0,,,0,,6,,6,5,,,2,,1,,1,1,,,1,,1,,1,3,,,1,1,1,1,1,1,1,2,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,1,2,,,,3,,4,,"It is fresh, not frozen. I know when it was caught and who caught it and where exactly it came from. Wild caught tastes better",,,4,3,5,5,1,5,5,5,4,4,2,5,1,4,3,4,1,2,3,3,0,3,4,5,27808,5,6,2,1,,4,3,,1,,,,,1,3,2196
1,New Hanover,1,1,3,0,3,1,0,0,1,0,1,,0,0,,,0,,0,,3,3,,,3,,8,,2,5,,,2,,1,,3,3,,,3,,3,4,4,4,1,5,5,5,5,5,5,5,4,4,5,4,5,5,4,4,5,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,2,2,3,2,2,2,2,,,,3,1,,,2,,,3,,benefits to local harvesters,,,5,3,4,3,3,3,3,5,5,5,3,4,4,4,3,4,2,1,0,8,0,0,0,2,28401,6,7,2,1,,2,5,,1,,,,,1,8,1091
1,Currituck,2,1,2,0,2,0,0,2,0,0,0,,0,,,0,,,,,6,,,2,,,,,1,,,1,,,,,1,,,1,,,,2,1,2,1,2,1,1,1,1,1,1,1,5,4,5,5,4,5,4,4,5,5,4,1,0,4,1,3,1,0,3,0,1,4,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,,,1,2,,,,,3,,Help support local commercial fishermen.,,,3,2,1,5,1,5,3,5,1,3,3,5,1,5,3,4,1,2,2,8,3,0,1,1,27939,4,4,2,1,,3,1,,1,4,,,,8,8,613
1,Currituck,2,1,2,2,2,0,0,1,2,0,0,0,0,,,0,0,,,5,3,,,5,8,,,6,2,,,1,6,,,6,3,,,1,6,,,5,5,5,1,1,1,1,5,5,1,1,3,5,5,5,5,5,5,2,4,5,4,1,1,0,2,1,4,1,2,2,0,0,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,,,1,2,,,,,2,,Helps support my community,,,3,3,5,5,1,1,5,5,1,1,3,4,3,1,4,3,2,1,0,8,0,0,1,0,,7,8,,5,,2,5,,8,,,,,10,2,1145
1,Craven,2,2,2,3,0,2,2,0,0,0,0,3,,2,2,,,,,3,,3,3,,,,,3,,2,2,,,,,6,,6,6,,,,,3,3,2,3,3,3,2,2,3,3,4,2,3,4,5,5,4,3,2,1,2,3,4,4,4,3,1,1,2,2,2,1,3,0,1,1,,2,2,2,2,3,2,1,2,3,2,1,3,2,,3,,,,1,2,,,,1,,fresh helps you local area,,,3,2,1,3,5,5,4,3,2,3,2,3,4,3,1,3,4,2,1,8,0,0,0,3,28532,4,4,2,1,,3,2,,3,,,,,3,2,875
1,Carteret,2,1,4,5,5,4,1,3,2,2,2,4,0,0,0,0,0,0,0,3,6,3,1,4,1,4,4,5,1,3,6,1,1,6,1,3,1,1,6,1,1,6,1,3,1,2,2,2,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,3,3,4,3,4,4,4,4,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,3,1,,,2,,,,,,5,,Access to seafood that you know came from local fisherman,,,5,5,5,5,3,4,4,5,5,5,3,5,5,4,3,4,2,1,1,8,0,3,4,0,28584,6,7,2,1,,4,1,,1,,,,,1,5,913
1,Brunswick,2,1,4,4,4,5,2,0,0,0,0,0,2,0,0,,,,,4,3,4,3,,,,,1,2,5,1,,,,,3,3,3,3,,,,,2,2,2,2,2,2,2,3,2,3,2,5,5,5,5,5,5,5,5,5,5,5,2,3,4,2,3,2,3,3,2,2,1,2,2,2,2,3,3,3,3,2,2,3,2,2,3,3,2,2,1,,3,2,,,,,,,3,,Fresher and supports local fishermen and businesses,,,5,4,5,4,2,3,4,3,5,3,5,5,4,1,1,2,3,4,0,8,0,0,0,3,28479,5,5,2,1,,4,2,,1,,,,,1,4,3916
1,New Hanover,1,1,3,2,2,2,1,0,0,0,0,0,0,0,0,,,,,3,3,5,5,,,,,3,2,1,1,,,,,3,1,3,1,,,,,2,2,3,2,2,4,2,2,3,2,2,3,3,5,3,4,3,4,4,3,3,4,3,3,1,1,1,1,1,2,1,1,1,1,1,0,0,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,,,,,,,,1,2,,Local economy and knowing the quality of the seafood ,,,4,3,4,4,1,1,5,2,3,2,3,4,2,2,3,2,1,4,2,8,0,3,1,1,28405,4,4,2,2,,3,3,,1,,,,,1,5,1024
1,Camden,2,1,4,3,4,2,2,2,3,2,2,2,1,2,0,0,0,0,2,4,3,4,4,4,3,3,4,3,2,1,2,1,3,2,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,3,,,,,,6,,Support the community,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,4,2,7,0,3,4,2,27921,3,3,1,2,,2,5,,1,,,,,1,2,1070
1,Onslow,2,1,3,0,3,0,0,1,0,0,0,,0,,,0,,,,,5,,,4,,,,,1,,,5,,,,,3,,,3,,,,2,2,2,2,2,3,2,2,2,2,2,5,4,5,4,5,4,4,5,4,4,5,2,2,1,0,2,0,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,,3,,,,,3,,"Keeps jobs
Fresher (wild caught or farmed)
less shipping costs",,,4,3,4,4,3,3,2,2,4,4,4,4,5,2,1,2,3,4,1,8,0,0,0,4,28540,4,4,2,1,,5,3,,1,,,,,1,4,577
1,Pender,2,1,4,2,4,2,3,1,1,0,2,0,0,0,0,0,0,,0,3,5,3,5,5,5,,5,3,1,3,1,1,3,,1,3,3,3,3,3,3,,3,2,2,2,2,2,2,2,2,2,2,2,5,4,5,5,5,5,5,5,5,5,5,4,4,1,0,1,1,2,2,2,1,1,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,2,,,1,,3,,freshness,,,5,5,5,5,3,1,5,5,5,5,3,1,5,4,1,2,3,4,1,8,0,3,4,4,28457,4,4,2,1,,2,2,,3,,,,,3,2,889
1,Craven,2,2,2,2,2,2,0,0,0,0,2,0,0,0,,,,,0,3,3,3,,,,,4,3,2,2,,,,,3,3,3,3,,,,,3,1,1,2,1,4,3,1,4,2,1,1,5,2,5,2,5,5,2,5,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,1,2,,,3,,,3,,It is fresh and helps local people who sell it.,,,5,3,5,3,5,5,4,5,5,3,3,5,3,5,1,4,2,3,1,8,0,0,1,3,28532,6,7,2,1,,2,3,,1,,,,,1,1,946
1,Beaufort,2,1,4,0,6,0,2,4,2,0,2,,3,,0,3,0,,2,,3,,7,2,8,,3,,2,,6,1,6,,1,,3,,3,3,4,,4,3,3,2,4,5,3,2,3,2,1,3,4,3,4,5,4,2,2,2,2,2,3,3,4,2,4,4,2,2,1,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,3,1,2,,,,6,,..,,,3,3,2,2,5,2,2,1,4,3,5,4,4,3,3,1,2,4,2,5,2,1,4,3,27889,2,2,1,1,,3,2,,2,3,,,,8,6,363
1,Craven,2,2,3,0,3,0,0,0,0,0,0,,0,,,,,,,,3,,,,,,,,1,,,,,,,,2,,,,,,,1,1,1,1,1,2,1,3,1,4,1,5,4,5,5,5,4,5,4,5,5,5,4,1,1,2,2,4,4,2,4,2,2,2,2,4,0,2,2,3,3,2,2,3,2,3,3,2,3,2,,1,,2,3,,,,,,3,,Helping local businesses keeping the local economy sustained. ,,,4,2,5,4,1,1,5,5,4,3,3,5,3,3,2,3,4,1,0,3,0,3,4,4,28560,3,3,1,1,,3,5,,1,,,,,1,3,1233
1,Carteret,2,1,4,2,4,0,3,0,2,2,4,0,0,,0,,0,0,0,4,6,,4,,6,4,6,1,1,,5,,1,5,1,1,1,,3,,1,3,1,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,3,2,3,3,3,3,3,,1,,,2,,,,,3,3,,It keep the local seafood industry going strong,,,5,5,4,4,1,2,4,5,5,5,4,5,4,2,2,4,3,1,1,8,0,0,4,1,28557,6,7,2,2,,4,3,,1,,,,,1,4,1145
1,Onslow,2,1,1,2,2,0,0,1,1,0,1,0,0,,,0,0,,0,3,4,,,4,4,,4,3,5,,,5,5,,5,1,1,,,1,1,,1,1,2,1,5,1,3,5,1,3,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,1,,,,3,2,,5,,Helping local community.,,,3,3,3,3,3,1,3,5,4,3,3,5,3,2,1,4,2,3,0,8,0,0,0,3,,7,8,,1,,4,5,,1,,,,,1,8,824
1,Onslow,2,1,6,5,5,3,0,1,1,0,1,4,0,4,,0,0,,2,3,3,4,,4,5,,5,3,2,1,,1,1,,1,1,1,1,,1,1,,1,1,4,1,2,4,3,1,2,3,1,4,5,2,5,2,4,1,2,3,3,4,3,5,1,4,2,4,1,4,0,1,1,3,1,3,4,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,2,3,,,1,,,3,,The benefits of buying local seafood are 1)it supports the local economy and 2) it is fresher. ,,,3,4,5,4,5,4,5,5,5,5,3,3,5,1,1,4,3,2,0,8,0,0,2,1,,2,2,1,1,,3,5,,1,,,,,1,3,1040
1,Brunswick,2,1,4,0,2,2,1,0,0,0,0,,0,0,0,,,,,,3,4,4,,,,,,2,5,5,,,,,,3,3,3,,,,,2,1,2,2,2,2,2,2,2,2,2,4,3,5,4,4,4,4,4,4,4,4,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,3,2,3,2,2,2,2,2,2,2,2,2,2,1,,,3,2,,,,,,2,,it is good for the local ecomony,,,5,3,4,3,4,2,2,3,4,4,3,3,3,4,1,3,4,2,0,8,0,0,0,1,28461,5,6,2,1,,5,1,,1,,,,,1,7,1333
1,Onslow,2,1,3,4,3,4,0,0,0,0,0,1,1,0,,,,,,3,4,3,,,,,,3,5,1,,,,,,3,3,6,,,,,,1,3,2,2,3,3,4,3,3,2,2,4,1,4,1,4,3,1,1,3,1,3,1,1,0,1,3,1,4,3,1,0,2,0,3,1,1,3,1,3,1,3,2,1,2,1,1,2,2,2,,,2,,,3,,1,,,3,,Cheaper prices and less risk in transportation for it to go bad,,,3,2,4,5,5,1,2,5,5,4,4,5,4,1,3,2,4,1,0,8,0,3,2,2,28543,2,2,1,1,,2,1,,1,,,,,1,5,918
1,Beaufort,2,1,4,3,1,1,0,0,0,0,0,1,0,0,,,,,,3,3,3,,,,,,3,2,2,,,,,,3,3,1,,,,,,5,3,2,2,1,5,4,1,3,3,3,5,4,5,4,3,5,3,5,5,5,5,3,3,2,2,3,2,1,2,3,3,2,2,2,4,3,3,2,3,3,3,2,3,2,2,3,2,2,2,,,1,3,,2,,,,,3,,"Support of the community 
",,,4,3,4,4,4,3,2,4,4,3,3,4,3,3,4,1,3,2,4,6,3,1,1,4,27889,2,2,1,2,,3,5,,1,,,,,1,1,448
1,Craven,2,2,4,0,3,0,1,0,0,0,0,,0,,0,,,,,,3,,3,,,,,,6,,6,,,,,,6,,6,,,,,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,1,,,,3,,,6,,helping you to do not drive a lot,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,1,0,8,0,0,0,7,28560,3,3,1,1,,5,3,,1,5,,,,8,1,457
1,Craven,2,2,4,0,3,2,2,0,0,0,0,,3,0,0,,,,,,3,3,3,,,,,,2,2,2,,,,,,2,1,1,,,,,1,3,1,3,1,3,3,3,3,1,1,5,3,5,4,5,3,3,4,3,3,4,5,3,2,1,3,1,2,2,2,2,2,2,3,2,2,3,2,3,2,2,2,2,2,3,3,2,2,2,,,,1,,3,,2,,,5,,"Boost local economy, freshness, keeps ecosystem stable",,,4,4,4,5,1,4,5,5,4,3,4,2,5,3,2,4,3,1,2,8,0,3,0,3,28532,4,4,2,1,,4,3,,1,,,,,1,1,1128
1,Brunswick,2,1,3,1,0,0,0,0,0,0,0,0,,,,,,,,4,,,,,,,,5,,,,,,,,6,,,,,,,,2,2,3,2,2,2,2,3,2,3,2,3,3,4,3,5,5,3,3,4,3,5,3,3,1,2,2,1,2,0,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,3,2,,1,,,2,,"It's fresher, and supports local business owners.",,,4,2,4,3,4,5,3,4,5,4,3,4,3,1,1,4,3,2,0,8,0,0,0,1,28469,7,5,2,1,,6,1,,1,,,,,1,8,502
1,Pender,2,1,2,1,0,2,0,0,0,0,0,0,,0,,,,,,3,,3,,,,,,3,,2,,,,,,3,,3,,,,,,2,1,5,3,2,3,3,2,2,1,1,5,3,5,3,5,5,3,5,5,5,5,3,1,1,1,2,2,0,0,0,0,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,,3,,,2,,1,,,3,,Helps local economy and business ,,,3,4,3,5,3,3,2,4,4,3,4,4,2,3,3,4,2,1,0,8,0,3,3,1,28411,2,2,1,1,,4,1,,1,,,,,1,4,762
1,Carteret,2,1,4,0,3,3,1,0,1,0,2,,0,0,0,,0,,0,,3,3,4,,4,,5,,1,1,1,,1,,1,,3,1,1,,1,,1,1,1,1,1,1,3,1,5,3,1,1,4,5,5,5,5,3,4,5,4,5,5,5,1,1,1,1,0,0,0,0,0,1,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,,3,1,,2,,,,,5,,Natural is better,,,5,5,4,3,1,5,4,5,5,2,4,5,3,3,2,4,3,1,1,8,0,0,0,1,28557,3,3,1,1,,5,1,,1,,,,,1,6,13322
1,Washington,2,1,1,1,1,5,0,5,0,5,5,1,5,5,,5,,0,5,4,5,5,,4,,8,8,5,5,5,,5,,6,6,5,5,4,,4,,5,5,2,2,3,1,4,4,2,1,2,4,1,4,1,4,4,4,4,2,4,4,3,4,5,4,4,2,2,2,2,3,2,2,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,3,2,7,,Being healthy,,,4,5,5,1,3,1,3,5,2,5,1,4,3,4,2,3,4,1,4,0,0,0,4,6,27604,2,2,1,1,,2,1,,3,,,,,3,1,2912
1,Carteret,2,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,3,,,,,,,,1,,,,,,,,3,,,,,,,,1,1,2,2,1,1,2,2,1,2,1,4,3,5,3,4,4,3,3,4,3,5,4,2,1,1,0,1,0,0,2,1,1,1,0,0,1,2,3,3,2,2,2,3,2,3,2,3,2,2,,2,,1,3,,,,,,3,,"It's fresher and more affordable,  and it also supports local small businesses. ",,,4,4,5,3,4,1,5,5,5,3,3,5,4,1,4,2,1,3,0,8,0,0,0,2,28570,5,5,2,1,,5,2,,1,,,,,1,1,785
1,New Hanover,1,1,2,0,0,0,2,2,1,0,2,,,,0,2,0,,2,,,,6,4,5,,3,,,,1,3,1,,1,,,,1,1,1,,1,2,2,2,3,3,1,3,3,1,1,1,5,5,5,5,5,5,5,5,3,4,5,3,3,0,4,4,2,2,3,4,2,2,3,2,2,2,3,2,3,3,3,2,3,3,3,3,3,3,2,,,,2,3,,,1,,,5,chili,"fresh, fast, and supports local business",,,5,5,5,4,3,5,3,5,3,1,3,1,4,1,1,2,4,3,2,8,0,0,4,1,28411,2,2,1,1,,4,1,,1,,,,,1,3,857
1,Hertford,2,2,3,4,4,4,2,2,2,1,1,4,4,3,2,2,1,1,1,3,3,3,3,3,3,3,3,3,2,2,2,1,4,2,4,3,3,3,3,1,3,3,3,1,1,1,1,1,2,1,2,2,2,1,5,3,5,4,5,5,4,4,4,3,5,4,3,2,1,3,0,3,0,1,1,1,1,1,2,2,3,2,3,2,3,3,2,2,2,3,3,3,2,,,3,,2,,,,1,,3,,Keeps economy strong,,,3,4,4,4,4,4,4,4,3,4,4,2,3,4,2,1,3,4,1,3,0,3,4,4,27910,4,4,2,1,,2,2,,1,3,,,,8,2,982
1,Dare,2,1,3,6,2,2,0,0,1,0,1,0,0,1,,,0,,1,3,4,5,,,4,,4,3,1,1,,,5,,5,2,3,1,,,3,,5,2,1,3,1,1,3,1,5,1,1,1,4,5,5,5,4,4,4,2,4,4,5,3,2,2,2,4,2,1,1,0,0,0,1,2,2,0,3,3,3,3,2,2,2,2,3,1,2,2,1,3,2,,,1,,,,,,1,,You are supporting local businesses and ensuring the future of the businesses. You have more control of what you are eating by knowing where it comes from.,,,3,3,4,2,1,5,4,5,4,2,3,5,4,1,1,3,4,2,1,8,0,0,0,0,27936,4,4,2,1,,4,1,,1,,,,,1,4,785
1,Craven,2,2,2,4,2,1,1,0,0,1,0,0,0,2,0,,,0,,3,3,3,4,,,4,,3,2,2,5,,,5,,3,3,3,1,,,1,,2,1,3,1,1,2,1,3,1,1,1,4,5,4,5,5,5,3,2,5,3,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,3,3,2,2,3,3,3,3,1,,,,,1,3,,,2,,3,,"Good for Brain/Mind, Maintaining a Healthy Body, Waming and Soulful.",,,3,3,1,1,1,2,5,5,5,1,3,1,1,5,3,4,1,2,2,8,0,3,3,0,28560,4,4,2,4,Transgender; Shemale,1,3,,1,8,,,Norwegian,10,1,1224
1,Beaufort,2,1,5,3,5,0,0,2,2,0,4,5,0,,,0,0,,4,4,6,,,6,6,,6,5,1,,,1,1,,1,3,3,,,3,3,,3,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,,1,2,,,,,,4,,Small business sustainability ,,,3,5,4,3,1,3,3,5,5,5,5,3,5,1,4,1,3,2,4,8,0,0,0,0,27889,4,5,2,1,,5,2,,1,,,,,1,5,2887
1,Beaufort,2,1,4,4,5,5,3,1,1,0,1,0,0,0,0,0,0,,0,3,5,5,5,5,5,,3,3,1,1,1,1,1,,1,4,5,4,5,5,4,,4,3,3,2,2,3,4,2,2,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,4,3,3,3,4,4,3,4,3,3,3,3,3,3,2,1,1,2,1,1,2,3,3,3,1,,2,,,,,,,3,,"help the business out
",,,1,2,3,4,4,4,4,2,4,4,5,5,5,4,1,2,4,3,4,8,0,3,4,2,27817,4,4,2,1,,5,2,,3,,,,,3,2,3039
1,Brunswick,2,1,4,2,3,4,2,0,3,0,3,0,0,0,0,,0,,3,3,4,3,3,,4,,4,3,5,2,1,,5,,5,3,3,1,1,,2,,2,5,1,5,1,1,3,1,3,3,1,1,5,3,5,4,5,2,4,3,4,4,5,4,3,2,1,2,1,2,0,1,1,1,1,2,,0,2,3,2,3,2,2,3,2,2,3,2,2,2,,,1,,3,,,2,,,2,,"Fresher, helps our local economy.",,,4,3,3,3,2,5,2,4,4,3,3,3,3,3,2,4,1,3,1,8,0,0,0,1,28461,5,6,2,1,,5,3,,3,,,,,3,7,749
1,Onslow,2,1,6,5,5,4,5,2,2,0,5,5,0,0,0,0,0,,5,3,5,5,3,5,4,,5,3,1,1,1,1,5,,1,3,3,3,3,3,3,,3,2,4,2,1,2,3,5,3,2,5,2,3,2,5,2,5,3,1,3,3,1,5,1,1,0,1,0,2,2,0,0,0,0,0,1,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,1,3,,,,,,3,,Freshness and quality.,,,3,4,5,3,4,4,4,1,4,3,4,2,4,4,1,3,4,2,1,6,0,1,1,1,28540,3,3,1,2,,5,3,,1,,,,,1,6,1139
1,Brunswick,2,1,2,2,2,0,1,0,0,0,0,0,0,,0,,,,,3,5,,2,,,,,3,1,,1,,,,,3,2,,3,,,,,2,3,5,3,2,2,5,5,5,5,1,4,3,5,3,5,5,3,3,3,3,5,3,3,1,0,3,2,4,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,3,,,2,,,,,6,,economic development for my area,,,3,2,1,4,5,3,3,1,5,5,2,3,5,4,1,2,3,4,2,3,0,3,1,5,28451,1,1,1,1,,1,5,,1,3,4,,,9,1,507
1,Onslow,2,1,2,0,1,1,0,0,0,0,2,,0,0,,,,,0,,4,3,,,,,4,,1,5,,,,,5,,6,6,,,,,6,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,2,3,3,3,2,2,2,2,3,1,1,2,,,1,3,,,,,,5,,Supports local community ,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,1,4,0,8,0,0,0,2,,4,4,2,1,,6,2,,1,2,,,,8,3,561
1,Craven,2,2,4,2,4,1,1,1,1,1,4,0,0,0,0,0,0,0,0,4,4,3,4,4,4,2,4,3,1,2,1,1,1,1,1,3,4,3,2,3,2,2,3,3,2,3,1,3,2,1,3,2,3,2,4,3,5,3,5,5,4,4,4,4,5,2,2,2,0,3,0,2,0,0,1,0,1,2,0,0,3,2,3,2,2,2,2,2,3,2,3,2,2,,3,2,,,,,1,,,3,,Usually fresher and helps local economy,,,5,5,5,3,1,1,4,4,5,4,4,5,5,1,3,1,2,4,1,5,0,3,4,3,28532,6,7,2,2,,5,3,,1,4,,,,8,3,1141
1,Carteret,2,1,4,4,5,2,1,0,2,3,5,0,0,0,0,,0,0,0,6,6,6,6,,6,5,2,3,1,5,5,,6,5,5,6,2,3,3,,1,3,3,1,1,1,1,1,1,1,1,1,1,1,4,1,5,5,5,5,5,5,5,5,5,5,5,4,2,4,3,3,1,1,1,2,1,4,4,2,1,1,3,1,1,1,1,1,1,1,2,1,1,,,3,,,,,2,,1,1,,Easy access,,,3,3,4,4,2,4,4,3,4,4,4,4,5,3,1,3,4,2,2,2,0,1,3,2,28570,2,2,1,1,,3,3,,1,,,,,1,1,537
1,Onslow,2,1,6,6,4,4,3,1,2,0,0,0,0,0,0,0,0,,,3,4,4,3,4,4,,,3,1,5,5,5,2,,,6,6,6,6,6,6,,,5,5,5,5,5,5,5,5,5,5,5,1,3,5,3,5,5,3,3,4,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,1,2,,3,,,3,,Freshness ,,,3,3,3,3,1,3,3,3,3,3,3,3,3,3,2,1,3,4,0,8,0,0,1,1,28540,3,3,1,1,,3,5,,8,,,,"White, Sudanese, Cherokee ",8,3,795
1,New Hanover,1,1,2,4,4,1,0,1,0,0,0,0,0,0,,0,,,,3,3,3,,4,,,,3,2,2,,5,,,,3,3,2,,1,,,,2,5,2,2,2,2,5,5,3,5,2,3,2,5,1,5,4,1,1,4,1,5,1,1,1,1,4,0,4,4,0,0,0,0,2,0,0,3,2,3,3,2,2,2,2,2,3,3,2,2,,,3,,1,,,,,2,5,,Supporting the Local businesses ,,,5,4,4,4,2,2,3,4,4,3,3,4,4,3,1,2,4,3,0,8,0,3,0,2,28403,2,2,1,1,,3,5,,1,,,,,1,2,1007
